item,category,2016,2017,2018,2019,2020,2021,2022,2023
전라남도 - 신혼부부수,Statistics,44128.0,42584.0,40173.0,38275.0,35888.0,33351.0,31640.0,30445.0
전라북도 - 신혼부부수,Statistics,43026.0,40699.0,38328.0,36082.0,33503.0,31158.0,29072.0,27473.0
전주시 - 신혼부부수,Statistics,16528.0,15634.0,15278.0,14822.0,14089.0,13356.0,12403.0,11203.0
정선군 - 신혼부부수,Statistics,813.0,767.0,730.0,725.0,609.0,549.0,503.0,451.0
정읍시 - 신혼부부수,Statistics,2090.0,2055.0,1927.0,1774.0,1658.0,1550.0,1439.0,1376.0
제주시 - 신혼부부수,Statistics,14095.0,13944.0,13767.0,13226.0,12705.0,11871.0,11200.0,10458.0
제주특별자치도 - 신혼부부수,Statistics,18469.0,18546.0,18387.0,17682.0,16868.0,15803.0,14929.0,13831.0
제천시 - 신혼부부수,Statistics,3151.0,3015.0,2879.0,2786.0,2590.0,2326.0,2169.0,2033.0
종로구 - 신혼부부수,Statistics,3149.0,3128.0,3117.0,2800.0,2527.0,2240.0,2043.0,1856.0
중구 - 신혼부부수,Statistics,3545.0,3491.0,3513.0,3326.0,3187.0,2877.0,2582.0,2454.0
중랑구 - 신혼부부수,Statistics,11788.0,11300.0,10654.0,9779.0,9355.0,8908.0,8685.0,7998.0
중원구 - 신혼부부수,Statistics,7018.0,6190.0,5553.0,4967.0,4804.0,4615.0,4400.0,4743.0
증평군 - 신혼부부수,Statistics,1308.0,1267.0,1159.0,1073.0,976.0,873.0,888.0,850.0
진도군 - 신혼부부수,Statistics,580.0,558.0,525.0,543.0,506.0,468.0,438.0,400.0
진안군 - 신혼부부수,Statistics,452.0,428.0,428.0,399.0,387.0,342.0,308.0,282.0
진주시 - 신혼부부수,Statistics,8657.0,8473.0,8085.0,7902.0,7432.0,7132.0,6647.0,6249.0
진천군 - 신혼부부수,Statistics,1959.0,2226.0,2407.0,2513.0,2456.0,2356.0,2128.0,2020.0
진해구 - 신혼부부수,Statistics,6663.0,6524.0,6156.0,5746.0,5065.0,4642.0,4382.0,3917.0
창녕군 - 신혼부부수,Statistics,1282.0,1259.0,1153.0,1090.0,956.0,797.0,701.0,641.0
창원시 - 신혼부부수,Statistics,29928.0,28369.0,26897.0,25264.0,22946.0,21140.0,19595.0,17866.0
처인구 - 신혼부부수,Statistics,6356.0,6267.0,7100.0,6913.0,6413.0,6001.0,5612.0,5242.0
천안시 - 신혼부부수,Statistics,20992.0,20960.0,21021.0,20373.0,19627.0,17815.0,16146.0,14412.0
철원군 - 신혼부부수,Statistics,1274.0,1225.0,1253.0,1199.0,1123.0,1033.0,966.0,852.0
청도군 - 신혼부부수,Statistics,584.0,548.0,496.0,493.0,468.0,393.0,373.0,370.0
청송군 - 신혼부부수,Statistics,472.0,449.0,402.0,369.0,354.0,340.0,316.0,304.0
청양군 - 신혼부부수,Statistics,502.0,443.0,408.0,387.0,343.0,326.0,323.0,313.0
청원구 - 신혼부부수,Statistics,7571.0,7450.0,7291.0,6664.0,5844.0,5369.0,4830.0,4389.0
청주시 - 신혼부부수,Statistics,25325.0,24193.0,23059.0,22306.0,21389.0,20340.0,19299.0,18723.0
춘천시 - 신혼부부수,Statistics,7051.0,6883.0,6792.0,6603.0,6382.0,6126.0,5946.0,5591.0
충주시 - 신혼부부수,Statistics,4978.0,4874.0,4882.0,4790.0,4605.0,4327.0,4073.0,3815.0
충청남도 - 신혼부부수,Statistics,59967.0,58589.0,56829.0,54280.0,50406.0,46373.0,43660.0,41427.0
충청북도 - 신혼부부수,Statistics,42984.0,41480.0,40021.0,38744.0,36691.0,34341.0,32416.0,31064.0
칠곡군 - 신혼부부수,Statistics,4315.0,3930.0,3574.0,3115.0,2564.0,2164.0,1959.0,1765.0
태백시 - 신혼부부수,Statistics,1004.0,934.0,883.0,816.0,731.0,650.0,553.0,537.0
태안군 - 신혼부부수,Statistics,1283.0,1236.0,1101.0,1120.0,1052.0,963.0,911.0,854.0
통영시 - 신혼부부수,Statistics,3854.0,3380.0,3008.0,2631.0,2312.0,1980.0,1755.0,1567.0
파주시 - 신혼부부수,Statistics,13897.0,13436.0,14152.0,13436.0,12455.0,12250.0,12454.0,11506.0
팔달구 - 신혼부부수,Statistics,5879.0,5451.0,4572.0,3922.0,3599.0,4085.0,4493.0,4458.0
평창군 - 신혼부부수,Statistics,822.0,819.0,766.0,719.0,657.0,597.0,568.0,527.0
평택시 - 신혼부부수,Statistics,15592.0,15461.0,15527.0,16086.0,16397.0,17122.0,16888.0,16554.0
포천시 - 신혼부부수,Statistics,3896.0,3648.0,3472.0,3163.0,2920.0,2805.0,2728.0,2373.0
포항시 - 신혼부부수,Statistics,14388.0,13583.0,12431.0,11528.0,10627.0,9887.0,9299.0,8832.0
하남시 - 신혼부부수,Statistics,6468.0,7343.0,7683.0,8507.0,8631.0,9100.0,8727.0,8116.0
하동군 - 신혼부부수,Statistics,769.0,697.0,632.0,566.0,496.0,424.0,405.0,376.0
함안군 - 신혼부부수,Statistics,1686.0,1580.0,1388.0,1205.0,1007.0,838.0,702.0,641.0
함양군 - 신혼부부수,Statistics,619.0,595.0,553.0,517.0,491.0,440.0,379.0,374.0
함평군 - 신혼부부수,Statistics,502.0,490.0,436.0,433.0,393.0,324.0,329.0,325.0
