item,category,2016,2017,2018,2019,2020,2021,2022,2023
금산군 - 총가구(일반가구),Statistics,23913.0,23044.0,22889.0,22450.0,23257.0,23299.0,23275.0,23354.0
금정구 - 무주택가구,Statistics,41522.0,41608.0,42681.0,42623.0,43851.0,44416.0,44795.0,44634.0
금정구 - 무주택가구비율,Statistics,42.2,41.8,42.2,42.1,43.1,43.4,44.0,44.2
금정구 - 주택소유가구,Statistics,56978.0,57817.0,58437.0,58671.0,57951.0,58040.0,57039.0,56280.0
금정구 - 주택소유가구비율,Statistics,57.8,58.2,57.8,57.9,56.9,56.6,56.0,55.8
금정구 - 총가구(일반가구),Statistics,98500.0,99425.0,101118.0,101294.0,101802.0,102456.0,101834.0,100914.0
금천구 - 무주택가구,Statistics,50126.0,50257.0,50820.0,53159.0,56709.0,59984.0,63050.0,64384.0
금천구 - 무주택가구비율,Statistics,53.7,52.7,52.8,53.5,54.8,55.8,57.0,57.6
금천구 - 주택소유가구,Statistics,43276.0,45074.0,45478.0,46156.0,46723.0,47446.0,47639.0,47405.0
금천구 - 주택소유가구비율,Statistics,46.3,47.3,47.2,46.5,45.2,44.2,43.0,42.4
금천구 - 총가구(일반가구),Statistics,93402.0,95331.0,96298.0,99315.0,103432.0,107430.0,110689.0,111789.0
기장군 - 무주택가구,Statistics,29219.0,30948.0,33026.0,34250.0,37699.0,41113.0,41619.0,40838.0
기장군 - 무주택가구비율,Statistics,51.5,52.6,54.0,55.1,56.6,59.0,58.3,56.1
기장군 - 주택소유가구,Statistics,27558.0,27840.0,28082.0,27928.0,28885.0,28533.0,29727.0,32011.0
기장군 - 주택소유가구비율,Statistics,48.5,47.4,46.0,44.9,43.4,41.0,41.7,43.9
기장군 - 총가구(일반가구),Statistics,56777.0,58788.0,61108.0,62178.0,66584.0,69646.0,71346.0,72849.0
김제시 - 무주택가구,Statistics,15351.0,13964.0,13868.0,13591.0,13325.0,13647.0,14496.0,14904.0
김제시 - 무주택가구비율,Statistics,44.1,40.2,40.1,39.4,38.4,38.9,40.6,40.9
김제시 - 주택소유가구,Statistics,19438.0,20762.0,20753.0,20900.0,21372.0,21466.0,21206.0,21579.0
김제시 - 주택소유가구비율,Statistics,55.9,59.8,59.9,60.6,61.6,61.1,59.4,59.1
김제시 - 총가구(일반가구),Statistics,34789.0,34726.0,34621.0,34491.0,34697.0,35113.0,35702.0,36483.0
김천시 - 무주택가구,Statistics,22416.0,22415.0,22280.0,22333.0,23299.0,23289.0,24410.0,24252.0
김천시 - 무주택가구비율,Statistics,40.5,39.6,39.3,38.9,39.3,38.7,40.0,39.4
김천시 - 주택소유가구,Statistics,32869.0,34197.0,34390.0,35075.0,35951.0,36826.0,36673.0,37278.0
김천시 - 주택소유가구비율,Statistics,59.5,60.4,60.7,61.1,60.7,61.3,60.0,60.6
김천시 - 총가구(일반가구),Statistics,55285.0,56612.0,56670.0,57408.0,59250.0,60115.0,61083.0,61530.0
김포시 - 무주택가구,Statistics,55264.0,58203.0,63444.0,67186.0,71551.0,73575.0,75411.0,76497.0
김포시 - 무주택가구비율,Statistics,44.7,43.4,43.1,43.1,41.6,40.3,40.7,40.6
김포시 - 주택소유가구,Statistics,68307.0,76039.0,83853.0,88854.0,100303.0,109134.0,109764.0,111925.0
김포시 - 주택소유가구비율,Statistics,55.3,56.6,56.9,56.9,58.4,59.7,59.3,59.4
김포시 - 총가구(일반가구),Statistics,123571.0,134242.0,147297.0,156040.0,171854.0,182709.0,185175.0,188422.0
김해시 - 무주택가구,Statistics,71560.0,73028.0,73697.0,73781.0,75857.0,77489.0,79002.0,80390.0
김해시 - 무주택가구비율,Statistics,38.1,38.0,37.8,36.6,36.6,36.7,36.8,36.9
김해시 - 주택소유가구,Statistics,116139.0,119050.0,121100.0,127533.0,131415.0,133865.0,135434.0,137481.0
김해시 - 주택소유가구비율,Statistics,61.9,62.0,62.2,63.4,63.4,63.3,63.2,63.1
김해시 - 총가구(일반가구),Statistics,187699.0,192078.0,194797.0,201314.0,207272.0,211354.0,214436.0,217871.0
나주시 - 무주택가구,Statistics,18248.0,19074.0,19623.0,20037.0,21078.0,21039.0,21618.0,21701.0
